cmc_rank,symbol,num_market_pairs,tags,max_supply,circulating_supply,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,volume_24h_usd
271,PYR,82,collectibles-nfts|gaming|entertainment|metaverse,50000000.0,27182227.0,,,,2023-03-27T00:40:00.000Z,4227018.8936594
272,NYM,45,privacy,1000000000.0,393939569.464319,325662533.0,80325643.07200693,,2023-03-27T00:40:00.000Z,1007517.20923645
273,CTSI,99,pos|platform|cosmos-ecosystem|scaling|smart-contracts|staking|dapp|ethereum-ecosystem|binance-smart-chain|rollups|sidechain|binance-launchpad|binance-labs-portfolio|arbitrum-ecosytem|injective-ecosystem|bnb-chain|optimism-ecosystem,1000000000.0,666373824.3024007,,,,2023-03-27T00:40:00.000Z,5080306.02331791
274,NU,89,polychain-capital-portfolio|arrington-xrp-capital-portfolio|coinfund-portfolio|kenetic-capital-portfolio|web3,1380688920.0,703000000.0,,,,2023-03-27T00:40:00.000Z,73662164.26865749
275,REQ,97,medium-of-exchange|defi|payments|smart-contracts,999877117.0,999830316.0398655,999877117.0,95774675.1059169,,2023-03-27T00:40:00.000Z,1517618.45823911
276,ANT,121,platform|enterprise-solutions|dao|ethereum-ecosystem|governance|boostvc-portfolio|placeholder-ventures-portfolio|web3,,40029851.92983684,43166031.0,103062427.28784376,,2023-03-27T00:40:00.000Z,6614852.16782691
277,USDX,13,stablecoin|algorithmic-stablecoin|usd-stablecoin,,111567264.0,,,,2023-03-27T00:40:00.000Z,649786.41759491
278,HOOK,39,binance-launchpad,,50000000.0,,,,2023-03-27T00:40:00.000Z,30248541.8470771
279,GAL,102,mvb|spartan-group,200000000.0,54267332.69909333,,,,2023-03-27T00:40:00.000Z,10264051.70399488
280,REP,100,platform|defi|oracles|prediction-markets|reputation|storage|1confirmation-portfolio|pantera-capital-portfolio|multicoin-capital-portfolio|polygon-ecosystem,,11000000.0,,,65.12254731,2023-03-27T00:40:00.000Z,5789484.77713186
281,DKA,16,ai-big-data,5000000000.0,2495833333.0,,,,2023-03-27T00:40:00.000Z,1280555.45822774
282,DERO,11,mineable|privacy|smart-contracts,21000000.0,13402323.0,,,,2023-03-27T00:40:00.000Z,251297.33486402
283,MVL,11,ethereum-ecosystem|binance-chain,30000000000.0,22702958863.0,,,,2023-03-27T00:40:00.000Z,462285.56756954
284,DESO,12,communications-social-media|arrington-xrp-capital-portfolio,10808492.0,8884536.0,10532253.0,107321961.22430289,,2023-03-27T00:40:00.000Z,255824.84452701
285,HUM,8,,,913409274.0,112500000.0,11119921.392392904,,2023-03-27T00:40:00.000Z,345096.17446304
286,BNT,334,marketplace|decentralized-exchange-dex-token|defi|payments|scaling|amm|kenetic-capital-portfolio|arbitrum-ecosytem,,161375003.98215368,,,0.84779653,2023-03-27T00:40:00.000Z,4050971.72289482
287,ERG,19,mineable|pow|platform|dapp|cardano-ecosystem|cardano,97739924.0,58638426.0,67448517.0,103245655.17338383,,2023-03-27T00:40:00.000Z,217661.60799244
288,ABBC,78,dpos|platform|payments,1500000000.0,1212345466.4201288,,,,2023-03-27T00:40:00.000Z,19202270.41800241
289,STPT,50,defi|payments,1942420283.0,1844503611.027067,1844503611.0,89628997.47135492,,2023-03-27T00:40:00.000Z,6552346.35201062
290,ARDR,29,platform|enterprise-solutions|state-channel,998999495.0,998999495.0,,,,2023-03-27T00:40:00.000Z,1690720.33050069
291,STEEM,38,media|content-creation|web3,,430131503.471,,,,2023-03-27T00:40:00.000Z,52899629.51529589
292,ORBS,55,services|enterprise-solutions,,2876767038.89,,,,2023-03-27T00:40:00.000Z,1069640.75267429
293,PROM,39,bnb-chain,,18250000.0,18250000.0,88575332.54070134,,2023-03-27T00:40:00.000Z,2768224.76489383
294,MBOX,98,collectibles-nfts|defi|gaming|yield-farming|metaverse|play-to-earn|bnb-chain,1000000000.0,185036604.0,185036405.0,88344744.6632151,,2023-03-27T00:40:00.000Z,5754713.18924105
295,POWR,78,energy|sharing-economy,1000000000.0,480207724.936599,481021125.39,88049771.74264088,,2023-03-27T00:40:00.000Z,2607100.09335628
296,MNW,27,logistics|payments,47897218.0,47180013.8588,,,,2023-03-27T00:40:00.000Z,300831.74009281
297,COTI,108,defi|fantom-ecosystem|cardano-ecosystem|arbitrum-ecosytem|cardano|bnb-chain,2000000000.0,1176271233.07,868672118.03,64443555.19089422,,2023-03-27T00:40:00.000Z,5855858.70789543
298,WILD,30,vr-ar|collectibles-nfts|gaming|metaverse|polkastarter|animoca-brands-portfolio|skyvision-capital-portfolio,500000000.0,246368685.71,,,,2023-03-27T00:40:00.000Z,620818.33715573
299,VBG,3,,1000000000.0,142851017.0,,,,2023-03-27T00:40:00.000Z,1102187.26224311
300,STRAX,32,hybrid-pow-pos|poa|platform|enterprise-solutions|masternodes|smart-contracts|staking|dao|sidechain,,147463029.4059887,,,,2023-03-27T00:40:00.000Z,18548850.89489231
301,TRU,60,defi|ethereum-ecosystem|yield-farming|avalanche-ecosystem|lending-borowing,1450000000.0,982855711.9328972,,,68.34108293,2023-03-27T00:40:00.000Z,15940149.55130244
302,VTHO,49,,,60652905374.0,60652699038.0,83410129.75522482,,2023-03-27T00:40:00.000Z,1217477.62525662
303,MTL,73,medium-of-exchange|payments,66588888.0,66588888.0,,,,2023-03-27T00:40:00.000Z,20058999.30469802
304,XPLA,8,,2000000000.0,139915720.0,149118222.81055227,88032230.26066196,,2023-03-27T00:40:00.000Z,3366938.72311946
305,CEL,89,lending-borowing|exnetwork-capital-portfolio,695658160.0,238863519.826,510732063.0,176217329.80421686,,2023-03-27T00:40:00.000Z,1075579.46887346
306,ALPHA,109,defi|yield-farming|yield-aggregator|binance-launchpool|binance-launchpad|defiance-capital-portfolio|alameda-research-portfolio|multicoin-capital-portfolio|spartan-group|injective-ecosystem|bnb-chain|optimism-ecosystem,1000000000.0,773999999.9999999,,,,2023-03-27T00:40:00.000Z,2122002.69689233
307,AVINOC,14,,,389244472.194085,,,,2023-03-27T00:40:00.000Z,264961.19325055
308,WIN,97,oracles|tron-ecosystem|binance-launchpad|binance-labs-portfolio|bnb-chain,999000000000.0,961737300000.0,,,,2023-03-27T00:40:00.000Z,8142496.54113049
309,MRS,3,,1000000000.0,62850000.0,,,,2023-03-27T00:40:00.000Z,102783.99151405
310,IQ,49,media|ai-big-data|content-creation|ethereum-ecosystem,21000000000.0,12521015157.0,13098383539.0,83898346.73634359,,2023-03-27T00:40:00.000Z,2312210.76941013
311,FX,27,hardware,1893022625.0,408520357.0,,,,2023-03-27T00:40:00.000Z,133722.56590242
312,DUSK,75,marketplace|privacy|zero-knowledge-proofs|smart-contracts,1000000000.0,413864409.31632507,380663707.0,73140993.49366973,,2023-03-27T00:40:00.000Z,9500900.44882051
313,NKN,63,mineable|platform|enterprise-solutions|distributed-computing|iot|web3,1000000000.0,754831361.6775341,601333312.0,63316131.45039558,,2023-03-27T00:40:00.000Z,3661859.07006973
314,PHA,65,ai-big-data|privacy|interoperability|oracles|smart-contracts|ethereum-ecosystem|substrate|polkadot|polkadot-ecosystem|rollups|web3,1000000000.0,528483525.51344377,,,,2023-03-27T00:40:00.000Z,2842593.14206804
315,VOLT,55,medium-of-exchange|collectibles-nfts|gaming|memes|payments|ethereum-ecosystem|binance-smart-chain|polygon-ecosystem|doggone-doggerel,69000000000000.0,54766287142827.0,2716436521541.19,3921866.578552609,,2023-03-27T00:40:00.000Z,19003211.93970129
316,DODO,128,decentralized-exchange-dex-token|defi|coinbase-ventures-portfolio|three-arrows-capital-portfolio|cms-holdings-portfolio|defiance-capital-portfolio|framework-ventures-portfolio|alameda-research-portfolio|pantera-capital-portfolio|exnetwork-capital-portfolio|arbitrum-ecosytem|bnb-chain,1000000000.0,455104664.54481363,,,1.95886004,2023-03-27T00:40:00.000Z,14578846.81166781
317,LOOM,69,platform|cosmos-ecosystem|enterprise-solutions|scaling|injective-ecosystem|bnb-chain,,1132425697.5790398,,,,2023-03-27T00:40:00.000Z,27823611.93875514
318,CQT,41,ai-big-data|enterprise-solutions|defi|polkadot-ecosystem|avalanche-ecosystem|fantom-ecosystem|near-protocol-ecosystem|injective-ecosystem,1000000000.0,517620038.14174604,,,,2023-03-27T00:40:00.000Z,954500.6123856
319,POND,70,scaling|web3|injective-ecosystem,10000000000.0,8087375977.0,,,,2023-03-27T00:40:00.000Z,3576161.77471273
320,XCAD,54,communications-social-media|collectibles-nfts|content-creation,199105531.0,40421708.24450055,24308236.0,45564925.40269823,,2023-03-27T00:40:00.000Z,2499622.9516052
321,CTC,20,,2000000000.0,212464279.0,,,,2023-03-27T00:40:00.000Z,6984094.48699185
322,MDX,137,decentralized-exchange-dex-token|defi|yield-farming|amm|heco-ecosystem|bnb-chain,,950214144.06383,,,,2023-03-27T00:40:00.000Z,7106937.23598277
323,SPELL,315,olympus-pro-ecosystem|arbitrum-ecosytem|defi-2|protocol-owned-liquidity,196008739620.0,107405628968.52492,,,,2023-03-27T00:40:00.000Z,5227057.51901085
324,MLK,8,bnb-chain,,272068570.40710044,,,,2023-03-27T00:40:00.000Z,1293200.1974127
325,SAITAMA,27,,100000000000.0,38605752722.0,44741892503.0,84699598.48504683,,2023-03-27T00:40:00.000Z,1770693.93095307
326,AURA,17,,100000000.0,24606098.28162542,3686237.0,10922863.128485017,,2023-03-27T00:40:00.000Z,1186367.20725423
327,CEEK,87,vr-ar|collectibles-nfts|music|metaverse|bnb-chain,1000000000.0,805717779.245471,,,,2023-03-27T00:40:00.000Z,6955704.44315166
328,ALICE,153,collectibles-nfts|gaming|entertainment|metaverse|dao-maker|exnetwork-capital-portfolio|chromia-ecosystem|play-to-earn,100000000.0,48068157.27,,,,2023-03-27T00:40:00.000Z,12439032.1630516
329,FUN,45,gambling|marketplace|payments|pantera-capital-portfolio,,10962808529.398026,10945357176.0,72132275.20559353,,2023-03-27T00:40:00.000Z,738887.38356963
330,XVS,113,defi|yield-farming|binance-launchpool|lending-borowing|bnb-chain,29745110.0,14809865.430683,,,0.08420514,2023-03-27T00:40:00.000Z,1448192.58820633
331,QKC,38,marketplace|payments,10000000000.0,6399906497.0,5302462976.0,58758642.60296138,,2023-03-27T00:40:00.000Z,3364013.34681091
332,HIGH,72,vr-ar|ethereum-ecosystem|solana-ecosystem|metaverse|bullperks-launchpad|animoca-brands-portfolio|skyvision-capital-portfolio,100000000.0,33324714.4976522,20304000.0,42890451.48984488,,2023-03-27T00:40:00.000Z,13347302.49356453
333,TSUKA,27,memes,1000000000.0,1000000000.0,,,,2023-03-27T00:40:00.000Z,2990706.02960643
334,SOLO,31,,400000000.0,399947699.0,399870594.0,70173194.9767431,,2023-03-27T00:40:00.000Z,854409.33915312
335,CTK,44,cybersecurity|cosmos-ecosystem|enterprise-solutions|interoperability|scaling|smart-contracts|binance-launchpool|binance-labs-portfolio|arrington-xrp-capital-portfolio|kenetic-capital-portfolio|injective-ecosystem|bnb-chain,,90536523.20222,,,,2023-03-27T00:40:00.000Z,2075359.484127
336,WMT,26,cardano-ecosystem|cardano,2000000000.0,378756334.268978,378756334.268978,69841806.56453748,,2023-03-27T00:40:00.000Z,745104.6539642
337,WNXM,75,insurance|wrapped-tokens,2896294.0,2896294.0,,,,2023-03-27T00:40:00.000Z,7096191.5300129
338,ARRR,17,mineable|hybrid-dpow-pow|medium-of-exchange|privacy|zero-knowledge-proofs,200000000.0,195953595.13476,,,,2023-03-27T00:40:00.000Z,136688.55779208
339,BSW,122,collectibles-nfts|decentralized-exchange-dex-token|defi|gaming|staking|yield-farming|amm|dex|metaverse|play-to-earn|bnb-chain,700000000.0,373023661.0,136010239.0,25197670.86588985,,2023-03-27T00:40:00.000Z,3810293.45436551
340,DEL,16,staking,92075616000.0,2913631052.0,70741275.0,1674876.6205308721,,2023-03-27T00:40:00.000Z,215319.14068309
341,RLY,64,yield-farming|social-token|social-money|coinbase-ventures-portfolio|kenetic-capital-portfolio|ledgerprime-portfolio|a16z-portfolio,15000000000.0,4915604821.464382,,,,2023-03-27T00:40:00.000Z,1610786.52808594
342,VERI,4,services,,2149646.44,,,,2023-03-27T00:40:00.000Z,3004.14368996
343,BFC,14,platform|interoperability|avalanche-ecosystem|exnetwork-capital-portfolio|vbc-ventures-portfolio,2368584074.0,1088467441.0,466758274.0,29351374.754777268,,2023-03-27T00:40:00.000Z,258993.27776686
344,DAG,12,dag|platform|payments|smart-contracts,3693588685.0,1266911931.0440834,2320488685.0,124410290.59258673,,2023-03-27T00:40:00.000Z,637550.98444205
345,XYO,58,logistics|oracles|ethereum-ecosystem|metaverse|play-to-earn|web3,,12844821265.9205,,,,2023-03-27T00:40:00.000Z,622615.09093981
346,LOOKS,84,collectibles-nfts,1000000000.0,469539051.875,,,,2023-03-27T00:40:00.000Z,4323620.95929734
347,UOS,44,platform|collectibles-nfts|gaming|payments|metaverse,,303793577.7977,,,,2023-03-27T00:40:00.000Z,900395.1972349
348,TLM,107,collectibles-nfts|gaming|entertainment|dao|metaverse|play-to-earn|animoca-brands-portfolio|bnb-chain,10000000000.0,3478366573.1688,914030370.0,17448863.892316736,,2023-03-27T00:40:00.000Z,4527192.63341212
349,ACA,41,defi|substrate|polkadot|polkadot-ecosystem|arrington-xrp-capital-portfolio|spartan-group|injective-ecosystem,1000000000.0,613061111.0,,,,2023-03-27T00:40:00.000Z,3446286.13092272
350,XSGD,49,stablecoin|asset-backed-stablecoin|zilliqa-ecosystem,,87691259.501568,,,,2023-03-27T00:40:00.000Z,511046.36034588
351,PENDLE,30,olympus-pro-ecosystem|spartan-group,251061124.0,199704450.02911192,,,,2023-03-27T00:40:00.000Z,719653.44032046
352,VRA,81,ai-big-data|collectibles-nfts|gaming|entertainment|payments|staking|video|metaverse,110305680354.0,10305680354.0,10305680354.0,64371410.6135683,,2023-03-27T00:40:00.000Z,11316005.94364208
353,RACA,144,collectibles-nfts|gaming|metaverse|play-to-earn|mvb|bnb-chain,500000000000.0,331047171074.6395,331047171074.6395,64265092.9348061,,2023-03-27T00:40:00.000Z,2350758.52384341
354,WRX,73,centralized-exchange|algorand-ecosystem|binance-launchpad|injective-ecosystem,,381856872.3419691,,,,2023-03-27T00:40:00.000Z,590548.13519262
355,GRV,18,,100000000.0,95083335.0,99049999.75,66684108.212938905,,2023-03-27T00:40:00.000Z,12780366.41001092
356,LCX,78,,,771584751.0,,,,2023-03-27T00:40:00.000Z,730494.42905147
357,ORC,21,,1000000000.0,639864544.8929504,,,,2023-03-27T00:40:00.000Z,152084.88047246
358,LAT,27,ai-big-data,,3675209419.1625443,255463179.2,4296537.034170892,,2023-03-27T00:40:00.000Z,2239429.31764572
359,CCD,11,,,6836607809.0,,,,2023-03-27T00:40:00.000Z,699950.02835828
360,MIM,2,,1000000000.0,33800000.0,33800000.0,61353124.99040065,,2023-03-27T00:40:00.000Z,453337.5865604
361,XPRT,21,dpos|cosmos-ecosystem|defi|liquid-staking-derivatives,,158883523.228746,,,,2023-03-27T00:40:00.000Z,640829.11040108
362,AXEL,3,filesharing,1000000000.0,283102718.0006794,262740225.0,55898501.88071773,,2023-03-27T00:40:00.000Z,67684.53673994
363,CORE,9,defi|dao|governance,,10000.0,,,,2023-03-27T00:40:00.000Z,2180.41935986
364,YGG,110,collectibles-nfts|gaming|entertainment|dao|metaverse|a16z-portfolio|play-to-earn|animoca-brands-portfolio|gaming-guild|okex-blockdream-ventures-portfolio,1000000000.0,224918947.1788224,87906250.0,23144924.404787447,,2023-03-27T00:40:00.000Z,16970160.90891859
365,vBUSD,3,stablecoin|bnb-chain,,2694770470.0,,,,2023-03-27T00:40:00.000Z,11289746.49506972
366,SRM,179,decentralized-exchange-dex-token|defi|derivatives|smart-contracts|staking|solana-ecosystem|cms-holdings-portfolio|coinfund-portfolio|kenetic-capital-portfolio|alameda-research-portfolio|exnetwork-capital-portfolio,10161000000.0,263244669.0,125000000.0,28094543.779925786,101.02037428,2023-03-27T00:40:00.000Z,24614983.31593886
367,REEF,135,hybrid-pow-npos|media|enterprise-solutions|gaming|entertainment|payments|wallet|binance-launchpool|metaverse|web3|reef-chain,,22411397690.0,,,,2023-03-27T00:40:00.000Z,7256272.45283881
368,OXT,83,polychain-capital-portfolio|blockchain-capital-portfolio|fabric-ventures-portfolio|kenetic-capital-portfolio|a16z-portfolio|web3,,690690083.7746798,,,,2023-03-27T00:40:00.000Z,1550862.97564165
369,FNCY,3,,2000000000.0,789668131.7472074,789669191.7472074,58833553.635857366,,2023-03-27T00:40:00.000Z,104474.80054132
370,SUN,72,tron-ecosystem,,9218630472.0,,,,2023-03-27T00:40:00.000Z,11774866.31870739
371,STRK,14,defi,6540888.0,3644088.73717427,,,,2023-03-27T00:40:00.000Z,56846181.31384585
372,BETA,57,binance-launchpad|defiance-capital-portfolio|multicoin-capital-portfolio|parafi-capital|spartan-group,1000000000.0,646969697.0,,,,2023-03-27T00:40:00.000Z,2743762.06442476
373,QUACK,27,bnb-chain,1e+17,4.40859612741523e+16,,,,2023-03-27T00:40:00.000Z,810194.37315912
374,TOMO,65,platform|alameda-research-portfolio|injective-ecosystem,,94774500.0,,,,2023-03-27T00:40:00.000Z,10539249.93835205
375,PERP,103,decentralized-exchange-dex-token|defi|derivatives|scaling|amm|three-arrows-capital-portfolio|cms-holdings-portfolio|alameda-research-portfolio|multicoin-capital-portfolio|arbitrum-ecosytem|optimism-ecosystem,,66002156.95,,,,2023-03-27T00:40:00.000Z,6373382.62894115
376,OGN,119,collectibles-nfts|defi|kenetic-capital-portfolio|pantera-capital-portfolio,1000000000.0,509642024.0,,,,2023-03-27T00:40:00.000Z,4721524.41932479
377,NVIR,11,,10700000000.0,968776122.0803003,,,,2023-03-27T00:40:00.000Z,2137990.59689988
378,STMX,59,media|loyalty,12500000000.0,10000000000.0,,,,2023-03-27T00:40:00.000Z,3995866.55284242
379,QLC,9,,,600000000.0,,,,2023-03-27T00:40:00.000Z,5642712.56406788
380,BADGER,117,defi|dao|yield-farming|yield-aggregator|governance|blockchain-capital-portfolio|arbitrum-ecosytem|btc-ecosystem,21000000.0,19165608.01846197,,,1.41144335,2023-03-27T00:40:00.000Z,4844883.16299144
381,ankrETH,15,eth-2-staking,0.0,29330.0,,,,2023-03-27T00:40:00.000Z,154129.71931411
382,DAWN,13,cosmos-ecosystem|gaming|injective-ecosystem,93468683.0,74464266.09522189,,,,2023-03-27T00:40:00.000Z,3182124.93439121
383,TKO,60,centralized-exchange|binance-launchpad|bnb-chain,500000000.0,160563663.13841677,,,,2023-03-27T00:40:00.000Z,3274632.83838414
384,ATA,62,binance-launchpool|bnb-chain,,362244797.85714287,,,,2023-03-27T00:40:00.000Z,3006329.35805269
385,MFT,49,platform|content-creation|smart-contracts|kenetic-capital-portfolio,10000000000.0,10000000000.0,,,,2023-03-27T00:40:00.000Z,650028.83724243
386,ARK,30,dpos|marketplace|payments|state-channel|polygon-ecosystem,,169776776.0,171897414.0,55922474.33133355,,2023-03-27T00:40:00.000Z,1105609.88258532
387,VAI,68,defi|stablecoin|asset-backed-stablecoin|bnb-chain|usd-stablecoin,0.0,57498554.0,,,,2023-03-27T00:40:00.000Z,17525.87448288
388,MOVR,40,interoperability|smart-contracts|polkadot-ecosystem|moonriver-ecosystem,,6663132.0,,,,2023-03-27T00:40:00.000Z,2136524.5857942
389,MXC,36,iot|substrate|polkadot-ecosystem,2664965800.0,2642132371.4,,,,2023-03-27T00:40:00.000Z,1663910.370585
390,IRIS,39,cosmos-ecosystem|injective-ecosystem,,1445156853.991405,,,,2023-03-27T00:40:00.000Z,2604527.98193141
391,RSS3,40,coinbase-ventures-portfolio|dragonfly-capital-portfolio|fabric-ventures-portfolio|hashkey-capital-portfolio|huobi-capital-portfolio,1000000000.0,365713273.88758725,339388556.55,49539657.356899984,,2023-03-27T00:40:00.000Z,1010485.75270269
392,NEST,48,defi|oracles,10000000000.0,2911743948.0,1832813324.0,33545503.908777993,,2023-03-27T00:40:00.000Z,800252.51935823
393,DAR,96,collectibles-nfts|gaming|metaverse|chromia-ecosystem|play-to-earn|animoca-brands-portfolio,800000000.0,310491258.0,,,,2023-03-27T00:40:00.000Z,10742994.67964499
394,AERGO,35,platform|enterprise-solutions|smart-contracts,500000000.0,429999999.7589212,,,,2023-03-27T00:40:00.000Z,1965045.23118494
395,WAN,31,marketplace|enterprise-solutions|defi|interoperability,210000000.0,196316789.07908514,,,,2023-03-27T00:40:00.000Z,747667.65839449
396,CBK,10,,100000000.0,72386801.0,72386801.0,52835471.94480485,,2023-03-27T00:40:00.000Z,1029105.18712486
397,SFUND,45,gaming|launchpad|polygon-ecosystem|play-to-earn|bnb-chain,100000000.0,48230251.72626599,10933308.0,11926855.184880551,,2023-03-27T00:40:00.000Z,2132175.55300328
398,SSX,18,,5000000000.0,2751354821.0,,,,2023-03-27T00:40:00.000Z,446328.14284488
399,META,9,platform|identity|kenetic-capital-portfolio,,1687369624.0,,,,2023-03-27T00:40:00.000Z,540814.73073008
400,KLV,54,wallet,10000000000.0,8880780406.65482,8967127494.995216,52194741.1576948,,2023-03-27T00:40:00.000Z,1463346.13542244
401,ARPA,97,scaling|arrington-xrp-capital-portfolio,2000000000.0,1242888889.0,,,,2023-03-27T00:40:00.000Z,9671147.51630056
402,AMPL,51,defi|algorithmic-stablecoin|rebase|avalanche-ecosystem|arrington-xrp-capital-portfolio|alameda-research-portfolio|pantera-capital-portfolio|spartan-group,395345189.0,46031112.88317652,,,,2023-03-27T00:40:00.000Z,198804.63634116
403,VLX,68,,,2430238459.1234856,2430238459.3046346,51162534.24291921,,2023-03-27T00:40:00.000Z,868666.36230827
404,MBL,27,media|content-creation|video,30000000000.0,15732039555.0,15732039555.0,51108661.09495948,,2023-03-27T00:40:00.000Z,1056390.85680786
405,GHST,136,collectibles-nfts|gaming|dao|governance|metaverse|polygon-ecosystem|play-to-earn,,45096312.08270881,,,,2023-03-27T00:40:00.000Z,3599143.36089113
406,CTXC,35,mineable|platform|ai-big-data|iot|smart-contracts|kenetic-capital-portfolio,299792458.0,210059164.28125,,,,2023-03-27T00:40:00.000Z,4512570.00534999
407,MTRG,24,defi|interoperability|bnb-chain,,16948600.0,16948600.0,50819779.04158913,,2023-03-27T00:40:00.000Z,157171.32020499
408,KEY,55,platform|ai-big-data|enterprise-solutions|identity,6000000000.0,5304969445.705637,,,,2023-03-27T00:40:00.000Z,14217543.93472326
409,RKN,6,,285714286.0,242857143.0,,,,2023-03-27T00:40:00.000Z,5417.65829413
410,VEGA,27,pos|defi|derivatives|coinbase-ventures-portfolio,64999723.0,45643916.25475781,45643916.254757814,50661929.659982644,,2023-03-27T00:40:00.000Z,537308.56576353
411,FORTH,75,dao|governance|near-protocol-ecosystem,0.0,15259209.64460789,,,,2023-03-27T00:40:00.000Z,1196268.99801561
412,GODS,45,collectibles-nfts|gaming|entertainment|ethereum-ecosystem|metaverse|play-to-earn|okex-blockdream-ventures-portfolio,500000000.0,209191179.7169,141730769.0,34008613.96392698,,2023-03-27T00:40:00.000Z,4471107.49293532
413,QUICK,278,decentralized-exchange-dex-token|defi|yield-farming|amm|polygon-ecosystem,1000000.0,513997.0,325000.0,31689506.659588896,0.31917789,2023-03-27T00:40:00.000Z,17829267.74771101
414,CBG,5,,10000000000.0,33000000.0,503420200.0,743555727.682669,,2023-03-27T00:40:00.000Z,19751.27805987
415,BITCI,64,centralized-exchange,100000000000.0,7708828412.0,7708828412.0,48143580.08664271,,2023-03-27T00:40:00.000Z,548287.2928855
416,LINA,92,decentralized-exchange-dex-token|defi|yield-farming|polkadot-ecosystem|binance-launchpad|cms-holdings-portfolio|kenetic-capital-portfolio|alameda-research-portfolio|bnb-chain,10000000000.0,4877033338.601409,4877033338.601409,48115912.72180236,,2023-03-27T00:40:00.000Z,16619880.58883966
417,WVLX,38,,,2279175680.382793,,,,2023-03-27T00:40:00.000Z,3417.95051476
418,GFT,52,media|loyalty|content-creation|binance-launchpad|pantera-capital-portfolio,,999271531.58001,,,,2023-03-27T00:40:00.000Z,10397468.47310108
419,SUPER,86,collectibles-nfts|launchpad|polkastarter|exnetwork-capital-portfolio|superstarter|polygon-ecosystem|animoca-brands-portfolio|injective-ecosystem|bnb-chain,1000000000.0,403829654.41691726,,,,2023-03-27T00:40:00.000Z,2110483.05356619
420,AOG,9,,2700000000.0,73780484.400826,,,,2023-03-27T00:40:00.000Z,72475.21105781
421,COL,4,,1000000000.0,82024400.0,,,,2023-03-27T00:40:00.000Z,127748.09866567
422,UTK,54,cybersecurity|payments|smart-contracts|elrond-ecosystem,500000000.0,500000000.0,,,,2023-03-27T00:40:00.000Z,1985942.55167226
423,XWC,14,platform|interoperability|staking|rpos,1000000000.0,764324623.4110321,,,,2023-03-27T00:40:00.000Z,702507.6983977
424,C98,123,wallet|binance-launchpad|solana-ecosystem|celo-ecosystem|spartan-group|injective-ecosystem|bnb-chain,1000000000.0,216944443.6,,,,2023-03-27T00:40:00.000Z,9652190.82846559
425,XVG,56,mineable|multiple-algorithms|medium-of-exchange|privacy,16555000000.0,16518275675.323189,,,,2023-03-27T00:40:00.000Z,504161.45938041
426,EFI,60,collectibles-nfts|gaming|polkadot-ecosystem|metaverse|okex-blockdream-ventures-portfolio,2000000000.0,621129995.4452546,,,,2023-03-27T00:40:00.000Z,597125.60041424
427,ALPACA,103,defi|staking|yield-farming|yield-aggregator|governance|lending-borowing|polygon-ecosystem|fantom-ecosystem|bnb-chain,188000000.0,152404013.32447907,152404013.32447907,46543561.35323889,,2023-03-27T00:40:00.000Z,2716741.38829155
428,RAY,159,decentralized-exchange-dex-token|defi|amm|dex|solana-ecosystem|petrock-capital-portfolio,555000000.0,186905749.972835,,,1.22248022,2023-03-27T00:40:00.000Z,4027100.94606824
429,"FCT,FCT2",7,cosmos-ecosystem|injective-ecosystem,,640975319.149937,640975319.149937,45920016.51288529,,2023-03-27T00:40:00.000Z,9720438.26080018
430,TT,26,platform|kenetic-capital-portfolio|huobi-capital-portfolio|pantera-capital-portfolio,0.0,10170811423.0,10170811423.0,45625061.641702235,,2023-03-27T00:40:00.000Z,1215121.12120887
431,KSP,31,defi,126144000.0,54799370.0,27851345.0,23136452.91236272,,2023-03-27T00:40:00.000Z,338794.56892717
432,BLOK,50,metaverse|polkafoundry-red-kite|bullperks-launchpad|animoca-brands-portfolio|oxbull,199868396351.0,17536640676.0,13052608383.0,33273198.27814378,,2023-03-27T00:40:00.000Z,629521.68529307
433,LYRA,37,options|optimism-ecosystem,1000000000.0,318380003.43926024,65000000.0,9097107.580272796,,2023-03-27T00:40:00.000Z,340273.59777024
434,REV,23,platform|reputation|smart-contracts,,85061485689.83401,85061485690.0,43788458.48697545,,2023-03-27T00:40:00.000Z,177202.02610338
435,ZEON,9,,,30529103436.312363,,,,2023-03-27T00:40:00.000Z,32603.63955034
436,LTO,51,pos|platform|enterprise-solutions|collectibles-nfts|dao-maker|bnb-chain,500000000.0,412451579.4686036,412451473.51114357,43430114.048503496,,2023-03-27T00:40:00.000Z,1338099.65710163
437,MLN,81,asset-management|defi|kenetic-capital-portfolio|placeholder-ventures-portfolio,2069781.0,2038518.00115782,,,0.57332103,2023-03-27T00:40:00.000Z,1230730.53337638
438,DPI,36,defi|defi-index,,558983.42579149,571994.9636,44120018.56882577,,2023-03-27T00:40:00.000Z,38947.95503292
439,YFII,119,defi|dao|yield-farming|binance-chain|yield-aggregator|governance|bnb-chain,39375.0,38596.0,,,436.60958875,2023-03-27T00:40:00.000Z,8115409.85597299
440,HUNT,14,,199041991.0,110357398.888,198912688.0,76983980.74678357,,2023-03-27T00:40:00.000Z,2981922.28831498
441,BOBA,49,scaling|layer-2|rollups,500000000.0,171624231.86,152411751.0,37904923.49287292,,2023-03-27T00:40:00.000Z,1650376.60182755
